Gene,label
ENSG00000074855,Nucleoli fibrillar center;Nucleoplasm
ENSG00000075568,Intermediate filaments;Vesicles
ENSG00000075711,Plasma membrane;Vesicles
ENSG00000075884,Golgi apparatus;Nucleoplasm;Vesicles
ENSG00000076650,Cell Junctions;Nucleoplasm;Plasma membrane
ENSG00000077274,Cytosol
ENSG00000078596,Nucleoplasm
ENSG00000080345,Plasma membrane
ENSG00000080709,Cytosol;Nucleoplasm
ENSG00000081051,Cytosol
ENSG00000081320,Cytosol;Plasma membrane
ENSG00000081791,Golgi apparatus;Nucleoplasm
ENSG00000081818,Cytosol;Intermediate filaments;Plasma membrane
ENSG00000081985,Cytosol;Plasma membrane
ENSG00000083444,Nucleoplasm;Vesicles
ENSG00000084110,Cytosol
ENSG00000084112,Cytosol;Nucleoplasm;Plasma membrane
ENSG00000084623,Cytosol;Nucleoplasm
ENSG00000086475,Nucleoplasm
ENSG00000086717,Cytokinetic bridge;Plasma membrane
ENSG00000087074,Vesicles
ENSG00000087245,Cytosol;Vesicles
ENSG00000088836,Nucleoplasm;Vesicles
ENSG00000089094,Nucleoplasm
ENSG00000089177,Mitochondria
ENSG00000089248,Microtubules;Nucleoplasm
ENSG00000089847,Cytosol;Microtubules
ENSG00000090339,Cytosol;Plasma membrane
ENSG00000091128,Cytosol
ENSG00000091513,Mitochondria
ENSG00000092051,Cytosol;Nucleoplasm
ENSG00000092850,Microtubules
ENSG00000095539,Lipid droplets;Vesicles
ENSG00000095752,Mitochondria
ENSG00000095917,Nuclear speckles
ENSG00000096093,Cytosol;Plasma membrane
ENSG00000096433,Vesicles
ENSG00000099250,Mitochondria
ENSG00000099840,Nucleoplasm;Vesicles
ENSG00000099958,Vesicles
ENSG00000100060,Actin filaments
ENSG00000100218,Nucleoli
ENSG00000100292,Golgi apparatus;Plasma membrane
ENSG00000100299,Cytosol;Golgi apparatus
ENSG00000100373,Nuclear bodies;Nuclear membrane
ENSG00000100403,Cytosol
ENSG00000100557,Cytosol;Nucleus
ENSG00000100558,Cytosol;Vesicles
ENSG00000100842,Cytosol;Nucleoplasm
ENSG00000101152,Golgi apparatus
ENSG00000101298,Cytokinetic bridge;Mitochondria
ENSG00000101307,Vesicles
ENSG00000101350,Golgi apparatus;Nucleoli;Nucleoplasm
ENSG00000101695,Cytosol;Golgi apparatus;Nucleoli
ENSG00000101825,Mitochondria
ENSG00000102225,Cytosol;Microtubules;Plasma membrane
ENSG00000102359,Microtubules
ENSG00000102781,Cytosol;Nucleoplasm
ENSG00000103034,Cytosol;Nucleus
ENSG00000103089,Nuclear membrane
ENSG00000103184,Cytosol;Golgi apparatus
ENSG00000103522,Cytosol;Plasma membrane
ENSG00000104549,Cytosol;Vesicles
ENSG00000104814,Nucleoplasm;Plasma membrane
ENSG00000105143,Intermediate filaments
ENSG00000105251,Cytosol;Microtubule organizing center
ENSG00000105278,Nucleoplasm
ENSG00000105329,Cytosol
ENSG00000105366,Cytosol
ENSG00000105402,Cytosol
ENSG00000105677,Actin filaments;Cytosol;Golgi apparatus
ENSG00000105808,Vesicles
ENSG00000106258,Cytosol
ENSG00000106415,Nucleoli
ENSG00000106436,Microtubules
ENSG00000106538,Cytosol
ENSG00000106819,Nucleoplasm
ENSG00000106852,Nucleoli fibrillar center;Plasma membrane
ENSG00000107742,Nuclear speckles
ENSG00000108370,Nucleoplasm
ENSG00000108381,Cytosol
ENSG00000108622,Cytosol
ENSG00000108669,Nucleoli;Nucleus
ENSG00000108953,Cytosol
ENSG00000109193,Cytosol;Nuclear membrane
ENSG00000109466,Nucleoplasm
ENSG00000109684,Vesicles
ENSG00000110318,Cytosol;Nucleoplasm
ENSG00000111215,Vesicles
ENSG00000111229,Nucleoplasm
ENSG00000111245,Microtubules
ENSG00000111581,Centrosome;Nucleoplasm
ENSG00000111726,Cytosol
ENSG00000111796,Cytosol;Nucleoplasm
ENSG00000111863,Nucleoli
ENSG00000112077,Endoplasmic reticulum
ENSG00000112137,Plasma membrane
ENSG00000112539,Mitochondria
ENSG00000113196,Nuclear membrane;Nucleus
ENSG00000113211,Cytosol;Nucleus;Plasma membrane
ENSG00000113430,Nucleus;Vesicles
ENSG00000113504,Cytosol
ENSG00000113600,Cytosol;Plasma membrane
ENSG00000113905,Nucleoli fibrillar center
ENSG00000114107,Cytosol;Nucleoplasm
ENSG00000114374,Vesicles
ENSG00000114786,Vesicles
ENSG00000114850,Cytosol
ENSG00000115020,Nuclear speckles
ENSG00000115084,Plasma membrane
ENSG00000115380,Mitochondria
ENSG00000115507,Cytosol;Nuclear speckles
ENSG00000115840,Cytosol;Nuclear speckles
ENSG00000115904,Cytosol;Nucleoli;Nucleus
ENSG00000116031,Cytosol
ENSG00000116191,Cytosol;Nucleoplasm
ENSG00000116726,Nucleoplasm
ENSG00000116833,Nuclear speckles
ENSG00000117151,Cytosol
ENSG00000117480,Cytosol
ENSG00000117643,Nucleus;Vesicles
ENSG00000117682,Plasma membrane
ENSG00000117868,Cytosol
ENSG00000118194,Focal adhesion sites;Nucleoli;Nucleus
ENSG00000118492,Mitochondria;Nucleoplasm
ENSG00000118733,Vesicles
ENSG00000118894,Vesicles
ENSG00000118961,Cytosol;Nuclear speckles
ENSG00000119227,Vesicles
ENSG00000119919,Cytosol;Nucleoli
ENSG00000119946,Cytosol;Plasma membrane
ENSG00000120162,Cytosol;Intermediate filaments
ENSG00000120279,Nucleoplasm
ENSG00000121207,Endoplasmic reticulum;Golgi apparatus
ENSG00000121380,Cytosol
ENSG00000122194,Vesicles
ENSG00000122390,Actin filaments;Cytosol
ENSG00000122482,Vesicles
ENSG00000122574,Mitochondria
ENSG00000122694,Microtubules;Vesicles
ENSG00000123338,Cytosol;Plasma membrane
ENSG00000123595,Cytosol;Nucleoplasm
ENSG00000123892,Mitochondria;Nuclear bodies
ENSG00000124196,Nucleoli
ENSG00000124209,Centrosome
ENSG00000124486,Vesicles
ENSG00000124593,Microtubule organizing center;Mitotic spindle
ENSG00000125122,Nucleoplasm
ENSG00000125355,Nuclear bodies;Nucleus
ENSG00000125726,Nucleoplasm
ENSG00000125743,Cytosol
ENSG00000125814,Cytosol
ENSG00000125821,Cytosol;Nucleoli
ENSG00000125910,Mitochondria
ENSG00000125912,Lipid droplets;Nucleoplasm
ENSG00000126214,Cytosol;Nucleoplasm;Plasma membrane
ENSG00000126249,Mitochondria
ENSG00000126264,Vesicles
ENSG00000126790,Vesicles
ENSG00000126856,Nuclear speckles
ENSG00000126882,Nucleus;Vesicles
ENSG00000127720,Cytosol;Mitochondria;Plasma membrane
ENSG00000128383,Nucleoplasm
ENSG00000128394,Cytosol;Nucleoplasm
ENSG00000128881,Intermediate filaments
ENSG00000129103,Plasma membrane;Vesicles
ENSG00000129167,Cytosol
ENSG00000129204,Vesicles
ENSG00000129221,Cytosol;Nucleoplasm
ENSG00000129451,Cytosol;Plasma membrane
ENSG00000129596,Nucleoplasm
ENSG00000130255,Cytosol;Endoplasmic reticulum
ENSG00000130287,Centrosome;Vesicles
ENSG00000130377,Cytosol
ENSG00000130477,Cytosol;Endoplasmic reticulum;Nuclear membrane
ENSG00000130653,Cytosol;Microtubule organizing center
ENSG00000130876,Nucleoli;Nucleus
ENSG00000131019,Microtubule organizing center;Vesicles
ENSG00000131023,Nucleoplasm;Vesicles
ENSG00000131044,Microtubules;Nucleoplasm
ENSG00000131848,Nuclear speckles
ENSG00000131914,Nucleoplasm
ENSG00000131969,Nucleus
ENSG00000132321,Nucleus
ENSG00000132341,Nucleus
ENSG00000132698,Cell Junctions;Cytosol
ENSG00000132854,Cytosol;Microtubules
ENSG00000133059,Intermediate filaments;Nuclear speckles
ENSG00000133460,Cell Junctions;Nucleus
ENSG00000133561,Nucleoplasm
ENSG00000133597,Centrosome;Cytosol
ENSG00000133962,Vesicles
ENSG00000134160,Cytosol;Nucleoplasm
ENSG00000134207,Vesicles
ENSG00000134242,Nucleoplasm;Vesicles
ENSG00000134256,Mitochondria
ENSG00000134376,Vesicles
ENSG00000134470,Cytosol;Plasma membrane
ENSG00000134569,Mitochondria;Nucleoli;Nucleus
ENSG00000134815,Intermediate filaments;Nucleus
ENSG00000134910,Cytosol;Nucleoplasm;Vesicles
ENSG00000135090,Mitochondria
ENSG00000135248,Cytosol
ENSG00000135312,Plasma membrane
ENSG00000135678,Vesicles
ENSG00000135697,Actin filaments;Microtubule organizing center
ENSG00000135709,Cytosol;Nucleoplasm
ENSG00000136011,Cytosol
ENSG00000136026,Cytoplasmic bodies;Cytosol;Nuclear speckles
ENSG00000136099,Cytosol;Golgi apparatus
ENSG00000136352,Golgi apparatus;Vesicles
ENSG00000136731,Cytosol
ENSG00000136874,Cytosol;Nucleoli
ENSG00000136881,Vesicles
ENSG00000136933,Plasma membrane
ENSG00000137218,Nucleoplasm
ENSG00000137261,Vesicles
ENSG00000138050,Nucleoplasm
ENSG00000138061,Mitochondria
ENSG00000138152,Cytosol;Nucleoli
ENSG00000138185,Microtubules
ENSG00000138316,Cytosol
ENSG00000138623,Vesicles
ENSG00000138678,Cytosol;Plasma membrane
ENSG00000139318,Nucleoplasm
ENSG00000139597,Cytosol;Nucleoplasm
ENSG00000139725,Golgi apparatus;Nucleus
ENSG00000139800,Nucleoplasm;Vesicles
ENSG00000140015,Microtubules;Mitotic spindle
ENSG00000140259,Cytosol;Nucleoplasm;Plasma membrane
ENSG00000140264,Nucleoli;Nucleus
ENSG00000140443,Vesicles
ENSG00000140527,Actin filaments
ENSG00000140623,Microtubules
ENSG00000140948,Nuclear membrane
ENSG00000141086,Nucleoplasm
ENSG00000141200,Microtubules;Nucleoli
ENSG00000141452,Nucleus
ENSG00000141485,Nucleoplasm
ENSG00000141497,Cytosol;Nuclear speckles
ENSG00000141837,Endoplasmic reticulum
ENSG00000142303,Cytosol
ENSG00000142484,Cell Junctions;Nucleoplasm;Plasma membrane
ENSG00000142549,Nucleus
ENSG00000142961,Cytosol;Intermediate filaments
ENSG00000143105,Cytosol;Nucleoplasm
ENSG00000143318,Mitochondria;Nucleoplasm
ENSG00000143512,Cytosol;Mitochondria
ENSG00000143537,Vesicles
ENSG00000143570,Cytosol
ENSG00000143774,Cytosol;Nucleoplasm
ENSG00000143882,Mitochondria
ENSG00000144061,Vesicles
ENSG00000144339,Cytokinetic bridge;Microtubules
ENSG00000144681,Nucleoplasm;Plasma membrane
ENSG00000144792,Cytosol;Nucleoli fibrillar center
ENSG00000144891,Vesicles
ENSG00000145002,Vesicles
ENSG00000145358,Actin filaments;Nucleoplasm;Plasma membrane
ENSG00000145781,Plasma membrane
ENSG00000145920,Vesicles
ENSG00000145996,Vesicles
ENSG00000146013,Cytosol;Plasma membrane
ENSG00000146070,Vesicles
ENSG00000146221,Vesicles
ENSG00000146410,Vesicles
ENSG00000146856,Cytosol;Mitochondria;Nuclear speckles
ENSG00000147138,Vesicles
ENSG00000147144,Mitochondria
ENSG00000147316,Nuclear bodies;Nucleoplasm
ENSG00000147596,Nucleoplasm
ENSG00000148426,Cytosol;Plasma membrane
ENSG00000148488,Endoplasmic reticulum
ENSG00000148832,Centrosome;Nucleoplasm
ENSG00000148841,Vesicles
ENSG00000149201,Plasma membrane
ENSG00000149451,Nuclear speckles;Plasma membrane
ENSG00000149927,Cell Junctions;Nucleoli;Nucleus
ENSG00000150667,Nucleoplasm
ENSG00000150676,Cytosol;Nucleus;Plasma membrane
ENSG00000150773,Cytosol;Nucleoplasm
ENSG00000151650,Cytosol;Nucleoli fibrillar center
ENSG00000151715,Cytosol;Nucleoplasm
ENSG00000151790,Cytosol;Plasma membrane
ENSG00000152076,Vesicles
ENSG00000152409,Nucleoplasm
ENSG00000152952,Cytosol;Nucleoli
ENSG00000153294,Mitochondria
ENSG00000153822,Vesicles
ENSG00000155659,Cytosol;Nucleoli;Plasma membrane
ENSG00000155890,Mitochondria;Nucleoplasm
ENSG00000156500,Nucleoplasm
ENSG00000156521,Centrosome;Cytosol;Nucleoplasm
ENSG00000157103,Mitochondria
ENSG00000157330,Cytosol
ENSG00000157349,Nucleoplasm
ENSG00000157445,Cytosol;Nucleus
ENSG00000157500,Centrosome;Mitotic spindle
ENSG00000157578,Cytosol;Nucleoplasm
ENSG00000158023,Cytosol;Plasma membrane
ENSG00000158042,Golgi apparatus;Nucleoli;Vesicles
ENSG00000158077,Cytosol
ENSG00000158104,Nuclear speckles
ENSG00000158158,Actin filaments
ENSG00000158639,Mitochondria
ENSG00000158966,Nucleoli;Nucleus
ENSG00000159131,Cytosol;Mitochondria;Nucleoplasm
ENSG00000159173,Nucleoli;Nucleus
ENSG00000159189,Vesicles
ENSG00000159261,Vesicles
ENSG00000159348,Cytosol;Mitochondria;Nucleoli
ENSG00000159403,Cytosol;Nucleoplasm
ENSG00000159958,Nucleus
ENSG00000160613,Nuclear membrane;Nucleoli;Nucleus
ENSG00000160868,Cytosol
ENSG00000160870,Cytosol
ENSG00000161405,Cytosol;Plasma membrane
ENSG00000161939,Cytosol;Nucleoplasm
ENSG00000161980,Cytosol;Nucleus
ENSG00000162391,Nucleoplasm
ENSG00000162444,Cytosol;Nuclear speckles
ENSG00000162460,Cytosol;Nucleoplasm
ENSG00000162543,Cell Junctions;Nucleoplasm;Plasma membrane
ENSG00000162714,Golgi apparatus
ENSG00000162755,Nucleoplasm
ENSG00000163040,Vesicles
ENSG00000163060,Intermediate filaments
ENSG00000163154,Vesicles
ENSG00000163453,Golgi apparatus
ENSG00000163762,Nucleoli;Vesicles
ENSG00000163825,Mitochondria
ENSG00000164188,Nucleoplasm
ENSG00000164292,Vesicles
ENSG00000164300,Golgi apparatus;Nucleus;Vesicles
ENSG00000164620,Vesicles
ENSG00000164645,Mitochondria;Nucleoplasm
ENSG00000165140,Mitochondria
ENSG00000165480,Cytosol;Plasma membrane
ENSG00000165828,Nucleoplasm;Plasma membrane;Vesicles
ENSG00000165915,Cytosol
ENSG00000166246,Nuclear speckles
ENSG00000166292,Nucleoplasm
ENSG00000166343,Cytosol;Vesicles
ENSG00000166523,Cytosol
ENSG00000166546,Centrosome;Nucleoplasm
ENSG00000166819,Peroxisomes
ENSG00000166840,Cytosol;Golgi apparatus
ENSG00000166974,Nucleoplasm
ENSG00000167014,Centrosome;Nucleoli;Nucleus
ENSG00000167077,Nucleoplasm;Plasma membrane
ENSG00000167208,Nucleoplasm
ENSG00000167393,Endoplasmic reticulum
ENSG00000167550,Centrosome;Nucleus
ENSG00000167642,Cytosol;Intermediate filaments;Plasma membrane
ENSG00000167711,Nucleoplasm;Vesicles
ENSG00000167895,Golgi apparatus
ENSG00000167930,Mitochondria;Nucleoplasm
ENSG00000167964,Centrosome;Plasma membrane;Vesicles
ENSG00000168060,Cytosol
ENSG00000168269,Nucleoli;Vesicles
ENSG00000168546,Vesicles
ENSG00000168646,Cytosol;Nucleus;Plasma membrane
ENSG00000168754,Golgi apparatus;Nuclear speckles
ENSG00000168772,Golgi apparatus;Nucleus
ENSG00000168872,Nucleoplasm
ENSG00000168993,Vesicles
ENSG00000169228,Focal adhesion sites
ENSG00000169252,Cytosol
ENSG00000169379,Cytosol;Microtubules
ENSG00000169499,Cytosol;Nuclear bodies;Nucleus
ENSG00000169548,Nucleoplasm
ENSG00000169604,Vesicles
ENSG00000169627,Nucleus
ENSG00000169629,Nuclear membrane;Vesicles
ENSG00000169641,Actin filaments;Cytosol;Vesicles
ENSG00000169738,Microtubules;Nucleoli
ENSG00000169760,Nuclear bodies;Plasma membrane
ENSG00000169964,Nucleoli;Nucleoplasm
ENSG00000170298,Cytosol
ENSG00000170310,Actin filaments;Cytosol;Golgi apparatus;Nuclear bodies
ENSG00000170412,Cytosol;Microtubule organizing center;Nucleus
ENSG00000170425,Cytosol
ENSG00000170667,Cell Junctions;Vesicles
ENSG00000170819,Cytosol;Plasma membrane
ENSG00000171060,Nucleoplasm
ENSG00000171067,Nucleoplasm
ENSG00000171103,Cytosol
ENSG00000171291,Nucleus
ENSG00000171295,Nucleus
ENSG00000171433,Mitochondria
ENSG00000171533,Plasma membrane
ENSG00000171617,Plasma membrane
ENSG00000171659,Cytosol;Nucleus
ENSG00000171723,Cytoplasmic bodies
ENSG00000171747,Plasma membrane
ENSG00000171772,Cytosol;Nucleoplasm
ENSG00000171812,Golgi apparatus
ENSG00000171877,Centrosome;Golgi apparatus
ENSG00000172081,Cytosol;Intermediate filaments
ENSG00000172179,Cytosol
ENSG00000172425,Nucleoplasm
ENSG00000172803,Cell Junctions;Focal adhesion sites
ENSG00000173214,Intermediate filaments
ENSG00000173320,Actin filaments;Cytosol;Nucleoplasm
ENSG00000173372,Cytosol;Golgi apparatus
ENSG00000173480,Nucleoplasm
ENSG00000173673,Nucleus
ENSG00000173705,Golgi apparatus;Vesicles
ENSG00000174137,Nucleoplasm
ENSG00000174227,Nucleoplasm;Vesicles
ENSG00000174483,Midbody
ENSG00000174669,Nucleoplasm
ENSG00000174799,Focal adhesion sites
ENSG00000174886,Mitochondria
ENSG00000175215,Nucleoplasm
ENSG00000175390,Cytosol;Nucleoli
ENSG00000175482,Cytosol;Mitochondria;Nucleoli;Nucleus
ENSG00000175591,Cytosol
ENSG00000175946,Nucleoplasm;Vesicles
ENSG00000176076,Cytosol
ENSG00000176171,Cytosol
ENSG00000176532,Cell Junctions;Vesicles
ENSG00000176542,Centrosome;Nucleoli;Nucleoplasm
ENSG00000176563,Focal adhesion sites;Nucleoplasm;Plasma membrane
ENSG00000176601,Cytosol
ENSG00000176919,Endoplasmic reticulum
ENSG00000176920,Cytosol;Plasma membrane
ENSG00000177138,Nucleoplasm
ENSG00000177181,Nucleoli fibrillar center
ENSG00000177239,Vesicles
ENSG00000177380,Nucleoli fibrillar center;Vesicles
ENSG00000177830,Intermediate filaments;Nucleoplasm
ENSG00000178075,Cytosol;Plasma membrane
ENSG00000178201,Nucleus;Vesicles
ENSG00000178467,Cytosol;Vesicles
ENSG00000178605,Mitochondria
ENSG00000178935,Nucleus
ENSG00000179388,Nucleus;Vesicles
ENSG00000179542,Microtubules
ENSG00000179902,Cytosol;Nuclear speckles
ENSG00000179941,Nucleoplasm
ENSG00000180096,Actin filaments
ENSG00000180257,Nucleoli
ENSG00000180316,Intermediate filaments
ENSG00000180336,Cell Junctions
ENSG00000180347,Nucleoplasm
ENSG00000180720,Golgi apparatus;Nucleus
ENSG00000180758,Cell Junctions;Nucleoli;Plasma membrane
ENSG00000180776,Mitochondria;Plasma membrane;Vesicles
ENSG00000180777,Nucleoli
ENSG00000180855,Microtubule organizing center;Nucleoplasm
ENSG00000180891,Centrosome;Cytosol;Mitochondria
ENSG00000181409,Mitochondria
ENSG00000181585,Cytosol;Vesicles
ENSG00000181638,Nucleoli;Nucleus;Plasma membrane
ENSG00000181649,Nucleoli
ENSG00000182307,Nucleoplasm;Plasma membrane
ENSG00000182752,Cytosol;Plasma membrane
ENSG00000182952,Nucleus
ENSG00000182963,Cytosol;Nucleoli
ENSG00000183054,Nuclear membrane;Vesicles
ENSG00000183092,Cytosol;Golgi apparatus;Nucleus
ENSG00000183166,Plasma membrane;Vesicles
ENSG00000183246,Plasma membrane;Vesicles
ENSG00000183323,Intermediate filaments;Nuclear membrane;Nucleoplasm
ENSG00000183336,Nucleus
ENSG00000183346,Centrosome;Cytosol;Nucleoplasm
ENSG00000183579,Golgi apparatus
ENSG00000183706,Centrosome
ENSG00000183977,Intermediate filaments;Nucleoplasm
ENSG00000184185,Cytosol;Golgi apparatus;Nucleoplasm
ENSG00000184949,Nucleoplasm
ENSG00000185015,Nucleoli;Nucleus;Vesicles
ENSG00000185038,Cytosol
ENSG00000185101,Golgi apparatus
ENSG00000185274,Golgi apparatus;Nuclear bodies;Nucleoli;Nucleus
ENSG00000185483,Cytokinetic bridge;Microtubules
ENSG00000186150,Intermediate filaments;Mitochondria
ENSG00000186188,Plasma membrane
ENSG00000186523,Vesicles
ENSG00000186976,Nucleoplasm
ENSG00000187109,Microtubules
ENSG00000187498,Cytosol;Nucleoplasm
ENSG00000187546,Vesicles
ENSG00000187566,Vesicles
ENSG00000187630,Nuclear membrane;Vesicles
ENSG00000187730,Golgi apparatus;Vesicles
ENSG00000187824,Nucleoplasm
ENSG00000188153,Lipid droplets
ENSG00000188257,Nucleoli;Nucleus
ENSG00000188352,Mitochondria
ENSG00000188393,Plasma membrane
ENSG00000188542,Cytosol;Nuclear speckles
ENSG00000188766,Cytosol;Nucleoplasm;Plasma membrane
ENSG00000188958,Mitochondria
ENSG00000189064,Cytosol;Golgi apparatus;Plasma membrane
ENSG00000189339,Nucleus
ENSG00000189376,Cytosol;Nucleoplasm
ENSG00000196277,Cytosol
ENSG00000196352,Midbody ring;Vesicles
ENSG00000196466,Microtubule organizing center;Nucleoplasm
ENSG00000196724,Nucleus
ENSG00000196748,Vesicles
ENSG00000196757,Nucleus
ENSG00000196862,Nuclear membrane;Vesicles
ENSG00000197008,Cytosol
ENSG00000197054,Nucleus
ENSG00000197124,Golgi apparatus
ENSG00000197213,Nuclear speckles
ENSG00000197361,Cytosol;Nucleoli
ENSG00000197471,Cell Junctions;Golgi apparatus;Plasma membrane
ENSG00000197768,Vesicles
ENSG00000197860,Nucleus
ENSG00000197961,Centrosome;Nucleoli;Nucleoplasm
ENSG00000198099,Cytosol;Nucleus
ENSG00000198369,Nucleoplasm
ENSG00000198400,Cytosol;Vesicles
ENSG00000198429,Nucleus
ENSG00000198466,Nucleoplasm
ENSG00000198520,Cytosol
ENSG00000198553,Vesicles
ENSG00000198604,Endoplasmic reticulum
ENSG00000198719,Nucleoplasm
ENSG00000198768,Mitochondria
ENSG00000198771,Nucleoplasm;Plasma membrane
ENSG00000198952,Cytoplasmic bodies
ENSG00000203872,Nucleoplasm
ENSG00000203985,Golgi apparatus;Nucleoplasm
ENSG00000204065,Cytosol;Nucleoplasm
ENSG00000204352,Mitochondria
ENSG00000204379,Nuclear speckles
ENSG00000204382,Nuclear speckles
ENSG00000204397,Mitochondria
ENSG00000204420,Golgi apparatus
ENSG00000204514,Nucleus
ENSG00000204532,Nuclear speckles
ENSG00000204540,Nucleus
ENSG00000204618,Centrosome;Plasma membrane;Vesicles
ENSG00000204624,Cytosol;Nucleoplasm
ENSG00000205517,Cytosol;Nucleus
ENSG00000205593,Plasma membrane
ENSG00000205649,Vesicles
ENSG00000205777,Cytosol;Golgi apparatus;Plasma membrane
ENSG00000205810,Vesicles
ENSG00000205927,Nucleoplasm;Plasma membrane
ENSG00000213139,Cytosol
ENSG00000213145,Centrosome;Cytosol;Nuclear speckles
ENSG00000213420,Golgi apparatus;Nucleoli;Nucleus
ENSG00000213722,Cytosol;Microtubule organizing center
ENSG00000213965,Cytosol;Nucleoli;Nucleus
ENSG00000214212,Cytosol;Golgi apparatus;Plasma membrane
ENSG00000214376,Endoplasmic reticulum
ENSG00000214652,Nucleoplasm
ENSG00000214941,Cytosol
ENSG00000215182,Vesicles
ENSG00000215262,Plasma membrane
ENSG00000215269,Cytosol;Golgi apparatus;Plasma membrane
ENSG00000215274,Cytosol;Golgi apparatus;Plasma membrane
ENSG00000215790,Nucleus
ENSG00000216649,Cytosol;Golgi apparatus;Plasma membrane
ENSG00000221843,Nuclear bodies
ENSG00000221874,Nucleoplasm
ENSG00000222014,Golgi apparatus
ENSG00000224659,Cytosol;Golgi apparatus;Plasma membrane
ENSG00000225528,Nuclear bodies;Nucleoli;Nucleus
ENSG00000225697,Cytosol
ENSG00000226124,Vesicles
ENSG00000227488,Cytosol;Golgi apparatus;Plasma membrane
ENSG00000230510,Cytosol
ENSG00000233024,Nucleoplasm
ENSG00000233670,Cytosol;Plasma membrane
ENSG00000234444,Nucleoplasm
ENSG00000235961,Mitochondria;Nucleoli
ENSG00000236362,Cytosol;Golgi apparatus
ENSG00000236444,Cytosol;Nucleus
ENSG00000237671,Cytosol;Golgi apparatus;Plasma membrane
ENSG00000239713,Cytosol;Nucleoplasm
ENSG00000243364,Nucleus;Vesicles
ENSG00000246922,Nuclear bodies
ENSG00000248712,Cytosol
ENSG00000250709,Vesicles
ENSG00000251287,Endoplasmic reticulum;Nucleoli fibrillar center
ENSG00000251692,Cytosol
ENSG00000253313,Nucleoli
ENSG00000253457,Centrosome;Nucleus
ENSG00000253958,Nucleus;Plasma membrane
ENSG00000254685,Vesicles
ENSG00000255151,Cytosol;Golgi apparatus
ENSG00000255561,Cytosol;Nucleus
ENSG00000256349,Midbody
ENSG00000256500,Cytosol;Nucleoplasm;Plasma membrane
ENSG00000256514,Cytosol;Mitochondria;Nucleoli;Nucleus
ENSG00000257008,Cell Junctions;Cytosol;Plasma membrane
ENSG00000258315,Cytosol;Nucleoplasm
ENSG00000258436,Microtubules;Vesicles
ENSG00000258986,Mitochondria
ENSG00000259305,Cytosol;Nucleoplasm
ENSG00000259316,Centrosome
ENSG00000259431,Nucleoli;Nucleus
ENSG00000260458,Cytosol;Golgi apparatus;Nucleoplasm
ENSG00000260537,Nucleoplasm
ENSG00000260914,Midbody
ENSG00000261115,Nucleoli;Vesicles
ENSG00000264364,Cytosol;Nuclear bodies;Nucleoplasm
ENSG00000264668,Nucleoli;Nucleus
ENSG00000267179,Nucleus
ENSG00000267534,Golgi apparatus;Nuclear speckles
ENSG00000267561,Mitochondria
ENSG00000267740,Mitochondria
ENSG00000268861,Cytosol
ENSG00000268870,Microtubule organizing center;Nucleoplasm
ENSG00000269035,Nuclear membrane
ENSG00000269343,Nucleus
ENSG00000269881,Mitochondria;Nucleoplasm
