Gene,label
ENSG00000036549,Nucleoli;Nucleus
ENSG00000037637,Nucleoplasm
ENSG00000037749,Golgi apparatus;Nucleoplasm
ENSG00000037965,Microtubules;Nucleoplasm
ENSG00000038295,Vesicles
ENSG00000038382,Cytosol;Vesicles
ENSG00000038532,Nucleus;Vesicles
ENSG00000039523,Cytosol;Golgi apparatus
ENSG00000040199,Vesicles
ENSG00000040275,Cytosol
ENSG00000040933,Nuclear membrane;Nucleus
ENSG00000041515,Vesicles
ENSG00000041988,Nucleus
ENSG00000042062,Nucleoplasm
ENSG00000042286,Cytosol
ENSG00000042317,Cytosol;Mitochondria;Nucleoplasm
ENSG00000042429,Nucleoplasm;Vesicles
ENSG00000042445,Nucleoli
ENSG00000042980,Mitochondria
ENSG00000043093,Cytosol;Nucleus
ENSG00000043514,Cytosol;Nucleoplasm
ENSG00000044446,Nucleoplasm
ENSG00000044574,Cytosol
ENSG00000046889,Endoplasmic reticulum
ENSG00000047188,Cytoplasmic bodies;Nuclear bodies;Nucleoplasm
ENSG00000047230,Cytosol;Nucleoplasm
ENSG00000047249,Actin filaments;Cytosol
ENSG00000047346,Nucleoplasm
ENSG00000047365,Actin filaments;Focal adhesion sites
ENSG00000047578,Nuclear speckles;Plasma membrane
ENSG00000047597,Mitochondria;Nucleoplasm;Vesicles
ENSG00000047621,Nuclear bodies
ENSG00000047634,Nucleus
ENSG00000047644,Actin filaments;Cytosol
ENSG00000047936,Vesicles
ENSG00000048052,Nucleoplasm
ENSG00000048140,Nucleoplasm
ENSG00000048544,Actin filaments;Mitochondria
ENSG00000048707,Cytosol;Nucleoplasm;Vesicles
ENSG00000048991,Cytosol;Nucleoplasm
ENSG00000049089,Nucleus;Vesicles
ENSG00000049130,Vesicles
ENSG00000049167,Nuclear speckles
ENSG00000049249,Nucleoli;Plasma membrane
ENSG00000049323,Cytosol
ENSG00000049540,Plasma membrane
ENSG00000049656,Endoplasmic reticulum
ENSG00000049759,Focal adhesion sites
ENSG00000049769,Nucleoplasm
ENSG00000050130,Nucleoplasm;Vesicles
ENSG00000050165,Vesicles
ENSG00000050327,Cytosol;Nucleoplasm;Plasma membrane
ENSG00000050344,Nucleoplasm;Vesicles
ENSG00000050820,Cytosol;Plasma membrane
ENSG00000051009,Mitochondria
ENSG00000051382,Midbody;Nucleoli;Nucleoplasm
ENSG00000052723,Focal adhesion sites;Vesicles
ENSG00000053108,Mitochondria
ENSG00000053254,Nucleus;Plasma membrane
ENSG00000053372,Nuclear membrane;Nucleus
ENSG00000053524,Cytosol;Plasma membrane
ENSG00000053702,Cytosol;Nuclear bodies;Nucleus
ENSG00000053900,Intermediate filaments
ENSG00000054116,Cytosol
ENSG00000054148,Cytosol;Nuclear bodies
ENSG00000054219,Golgi apparatus
ENSG00000054267,Nucleoplasm;Vesicles
ENSG00000054277,Nucleoplasm
ENSG00000054356,Endoplasmic reticulum
ENSG00000054392,Golgi apparatus
ENSG00000054611,Golgi apparatus;Nucleoplasm;Vesicles
ENSG00000054690,Centrosome
ENSG00000054803,Midbody ring
ENSG00000054965,Nucleoplasm
ENSG00000055070,Cytosol;Nucleoplasm
ENSG00000055147,Vesicles
ENSG00000055163,Endoplasmic reticulum
ENSG00000055211,Nucleoli fibrillar center;Plasma membrane
ENSG00000055732,Cytosol;Nucleoli
ENSG00000055955,Vesicles
ENSG00000055957,Vesicles
ENSG00000056050,Cytokinetic bridge;Cytosol;Microtubules
ENSG00000056097,Nucleoplasm
ENSG00000056277,Nucleoli fibrillar center;Nucleus
ENSG00000056291,Actin filaments
ENSG00000056558,Nucleoplasm
ENSG00000056972,Golgi apparatus;Vesicles
ENSG00000056998,Cytosol;Nucleoli;Nucleus
ENSG00000057019,Cytosol;Golgi apparatus;Plasma membrane
ENSG00000057149,Plasma membrane
ENSG00000057593,Mitochondria
ENSG00000057657,Nucleoli;Nucleus
ENSG00000057663,Centrosome
ENSG00000057704,Endoplasmic reticulum;Vesicles
ENSG00000058056,Cytosol;Nucleoplasm
ENSG00000058063,Cytosol;Microtubule organizing center
ENSG00000058085,Cytosol
ENSG00000058673,Nuclear speckles
ENSG00000058729,Cytosol;Plasma membrane
ENSG00000058799,Nucleoplasm
ENSG00000058866,Plasma membrane;Vesicles
ENSG00000059378,Nucleus
ENSG00000059588,Nuclear speckles
ENSG00000059758,Cytosol;Nucleoplasm
ENSG00000059769,Cytosol;Nucleoplasm
ENSG00000059804,Plasma membrane
ENSG00000059915,Cytosol;Nucleoplasm;Plasma membrane
ENSG00000060069,Vesicles
ENSG00000060140,Nucleus;Plasma membrane
ENSG00000060491,Nucleoplasm
ENSG00000060642,Cytosol
ENSG00000060718,Endoplasmic reticulum
ENSG00000060749,Cytosol;Nucleoplasm
ENSG00000061337,Nucleoli;Plasma membrane
ENSG00000061676,Cytosol
ENSG00000061794,Cytosol;Mitochondria
ENSG00000061918,Cytosol
ENSG00000061936,Cytosol;Nucleus;Plasma membrane
ENSG00000061938,Cytosol
ENSG00000061987,Nucleoli fibrillar center;Nucleoplasm
ENSG00000062194,Plasma membrane;Vesicles
ENSG00000062370,Centrosome
ENSG00000062524,Vesicles
ENSG00000062582,Nucleoplasm;Vesicles
ENSG00000062716,Nucleoli
ENSG00000063169,Nucleoplasm
ENSG00000063180,Microtubules;Vesicles
ENSG00000063241,Cytosol;Mitochondria
ENSG00000063587,Nucleoli
ENSG00000063601,Microtubule organizing center
ENSG00000063761,Nucleoplasm
ENSG00000064042,Actin filaments
ENSG00000064199,Vesicles
ENSG00000064270,Focal adhesion sites;Plasma membrane
ENSG00000064300,Nucleoplasm;Plasma membrane
ENSG00000064545,Cytosol
ENSG00000064651,Plasma membrane;Vesicles
ENSG00000064652,Vesicles
ENSG00000064666,Actin filaments;Cytosol;Nucleoplasm
ENSG00000064763,Golgi apparatus;Nucleoli
ENSG00000064787,Vesicles
ENSG00000064999,Cytosol;Nucleoplasm
ENSG00000065000,Cytosol
ENSG00000065029,Cytosol;Nucleoplasm
ENSG00000065060,Cytosol;Nuclear membrane;Nucleoplasm
ENSG00000065268,Nucleoplasm
ENSG00000065308,Cytosol
ENSG00000065357,Mitochondria;Nucleoplasm;Vesicles
ENSG00000065361,Actin filaments
ENSG00000065413,Mitochondria;Nuclear speckles
ENSG00000065559,Cell Junctions;Nucleoplasm
ENSG00000065613,Cytosol;Plasma membrane
ENSG00000065621,Nucleoli;Nucleus
ENSG00000065802,Nucleoplasm
ENSG00000065833,Cytosol;Nucleoplasm;Plasma membrane
ENSG00000066084,Endoplasmic reticulum
ENSG00000066117,Nucleoplasm;Vesicles
ENSG00000066279,Cytosol;Plasma membrane
ENSG00000066322,Endoplasmic reticulum
ENSG00000066382,Mitochondria;Nucleoli;Vesicles
ENSG00000066427,Nucleoli;Nucleus;Plasma membrane
ENSG00000066468,Vesicles
ENSG00000066557,Nucleoli
ENSG00000066583,Endoplasmic reticulum;Vesicles
ENSG00000066651,Nuclear bodies
ENSG00000066654,Cytosol
ENSG00000066697,Nucleoplasm
ENSG00000066735,Cytosol;Nucleus;Plasma membrane
ENSG00000066827,Nuclear bodies;Nucleoplasm
ENSG00000066933,Plasma membrane
ENSG00000067082,Cytosol;Nucleoli fibrillar center;Nucleus;Vesicles
ENSG00000067177,Vesicles
ENSG00000067221,Cytosol
ENSG00000067248,Cytosol
ENSG00000067445,Nucleoli fibrillar center;Nucleus
ENSG00000067533,Mitochondria;Nucleoli;Nucleus
ENSG00000067606,Cytosol;Plasma membrane
ENSG00000067646,Nucleoli;Nucleoplasm
ENSG00000067798,Cytosol;Nuclear membrane
ENSG00000067955,Cytosol;Nucleus
ENSG00000068079,Cytosol;Nucleoplasm
ENSG00000068097,Mitochondria
ENSG00000068120,Cytosol;Nucleoplasm
ENSG00000068137,Golgi apparatus
ENSG00000068308,Cytosol;Nucleoli fibrillar center;Nucleus
ENSG00000068366,Golgi apparatus;Mitochondria
ENSG00000068383,Cytosol
ENSG00000068400,Cytosol;Vesicles
ENSG00000068438,Cytosol
ENSG00000068489,Endoplasmic reticulum
ENSG00000068697,Golgi apparatus;Plasma membrane;Vesicles
ENSG00000068745,Cell Junctions;Nucleoli fibrillar center;Nucleus
ENSG00000068784,Cytosol;Mitochondria
ENSG00000068903,Cytosol;Nucleoli;Nucleus
ENSG00000068985,Mitochondria;Nucleoli fibrillar center;Nucleus
ENSG00000069020,Cytosol;Nucleoplasm
ENSG00000069188,Nucleoplasm
ENSG00000069345,Cytosol;Intermediate filaments;Nucleoli
ENSG00000069431,Cytosol;Nucleoplasm
ENSG00000069482,Golgi apparatus;Vesicles
ENSG00000069535,Mitochondria;Nucleoli
ENSG00000069869,Cytosol
ENSG00000069966,Centrosome;Nuclear speckles;Rods & Rings
ENSG00000069998,Mitochondria
ENSG00000070269,Cytosol;Focal adhesion sites;Nucleus
ENSG00000070371,Vesicles
ENSG00000070404,Nucleoplasm
ENSG00000070413,Nuclear bodies;Nucleoplasm
ENSG00000070423,Cytosol;Nucleoplasm
ENSG00000070501,Vesicles
ENSG00000070610,Cytosol;Golgi apparatus;Nucleoplasm
ENSG00000070729,Cytosol
ENSG00000070770,Cytosol;Nucleoplasm;Vesicles
ENSG00000070778,Cytosol;Golgi apparatus;Microtubule organizing center;Nucleoplasm;Plasma membrane
ENSG00000071073,Golgi apparatus
ENSG00000071205,Cytosol;Nuclear membrane;Nucleoplasm
ENSG00000071539,Nucleus
ENSG00000071553,Cytosol;Microtubules;Plasma membrane
ENSG00000071575,Cytosol;Nucleoplasm
ENSG00000071889,Nucleoli;Nucleus
ENSG00000071967,Cytosol;Golgi apparatus
ENSG00000071994,Cytokinetic bridge;Nucleoplasm
ENSG00000072041,Nucleoli;Vesicles
ENSG00000072062,Cytosol
ENSG00000072110,Focal adhesion sites;Plasma membrane
ENSG00000072135,Intermediate filaments
ENSG00000072195,Vesicles
ENSG00000072422,Cytosol;Nucleoplasm
ENSG00000072803,Nucleoli;Vesicles
ENSG00000072818,Golgi apparatus
ENSG00000072840,Cytosol;Nucleoplasm
ENSG00000072952,Cytosol;Nuclear bodies
ENSG00000072954,Nucleus
ENSG00000073060,Vesicles
ENSG00000073150,Plasma membrane
ENSG00000073331,Centrosome
ENSG00000073417,Golgi apparatus
ENSG00000073464,Vesicles
ENSG00000073711,Golgi apparatus
ENSG00000073803,Cytosol;Microtubule organizing center;Nucleoplasm
ENSG00000074356,Nuclear speckles
ENSG00000074410,Nucleus;Vesicles
ENSG00000074621,Microtubules
ENSG00000074657,Golgi apparatus;Nucleoplasm
ENSG00000074706,Cytoplasmic bodies;Nuclear speckles;Nucleoli;Plasma membrane
ENSG00000074755,Mitochondria;Nucleoplasm
ENSG00000074803,Vesicles
ENSG00000074964,Cytosol;Golgi apparatus;Vesicles
ENSG00000074966,Vesicles
ENSG00000075035,Nucleoplasm
ENSG00000075043,Endoplasmic reticulum
ENSG00000075073,Plasma membrane
ENSG00000075089,Cytosol;Plasma membrane
ENSG00000075151,Cytosol
ENSG00000075213,Nucleoplasm;Vesicles
ENSG00000075218,Centrosome;Plasma membrane
ENSG00000075223,Cytosol;Golgi apparatus;Plasma membrane
ENSG00000075234,Cytosol
ENSG00000075336,Nucleoplasm
ENSG00000075340,Cytosol
ENSG00000075391,Focal adhesion sites;Plasma membrane
ENSG00000075399,Cytosol;Nucleoplasm
ENSG00000075407,Vesicles
ENSG00000075413,Nuclear membrane
ENSG00000075420,Endoplasmic reticulum
ENSG00000075461,Cytosol
ENSG00000075539,Cytokinetic bridge;Cytosol;Microtubules
ENSG00000075651,Plasma membrane
ENSG00000075790,Cytosol
ENSG00000075826,Cytosol;Nucleoli;Nucleus;Vesicles
ENSG00000075975,Cytosol;Nucleoplasm
ENSG00000076067,Cytosol;Nucleoli fibrillar center;Nucleus
ENSG00000076248,Cytosol
ENSG00000076554,Cytosol;Golgi apparatus
ENSG00000076662,Mitochondria;Nuclear membrane;Nucleus
ENSG00000076716,Vesicles
ENSG00000076770,Golgi apparatus;Vesicles
ENSG00000076826,Centrosome
ENSG00000076864,Cytosol
ENSG00000076924,Nucleus;Vesicles
ENSG00000076984,Cytosol;Golgi apparatus;Plasma membrane
ENSG00000077063,Cytosol;Midbody ring
ENSG00000077080,Nucleoli
ENSG00000077147,Golgi apparatus;Vesicles
ENSG00000077150,Cytosol;Nucleoplasm
ENSG00000077152,Nucleoli;Nucleus
ENSG00000077264,Cytosol
ENSG00000077279,Cytosol
ENSG00000077454,Cytosol;Focal adhesion sites;Nucleoplasm
ENSG00000077458,Nucleoli fibrillar center;Nucleus
ENSG00000077616,Nucleus
ENSG00000077684,Mitochondria
ENSG00000077713,Nucleus
ENSG00000077942,Endoplasmic reticulum
ENSG00000078061,Nucleoli fibrillar center;Nucleus
ENSG00000078177,Centrosome;Nucleoplasm;Plasma membrane
ENSG00000078269,Cytosol;Microtubules
ENSG00000078304,Cytosol;Golgi apparatus;Nucleoplasm
ENSG00000078328,Cytosol;Golgi apparatus;Nucleus
ENSG00000078369,Golgi apparatus;Plasma membrane
ENSG00000078401,Golgi apparatus
ENSG00000078487,Golgi apparatus
ENSG00000078618,Nucleoplasm
ENSG00000078687,Nucleus
ENSG00000078699,Nuclear speckles
ENSG00000078725,Microtubules
ENSG00000078795,Cytosol;Plasma membrane
ENSG00000078898,Vesicles
ENSG00000078902,Cytosol;Plasma membrane
ENSG00000078967,Cytosol;Plasma membrane
ENSG00000079101,Endoplasmic reticulum;Plasma membrane
ENSG00000079156,Plasma membrane
ENSG00000079215,Mitochondria;Nucleoli
ENSG00000079257,Cytosol;Nucleoplasm
ENSG00000079263,Mitochondria;Nucleoli fibrillar center
ENSG00000079337,Cytosol
ENSG00000079462,Intermediate filaments
ENSG00000079482,Nucleus;Plasma membrane
ENSG00000079616,Nuclear speckles
ENSG00000079805,Cytosol;Golgi apparatus
ENSG00000079931,Cytosol;Nucleoplasm
ENSG00000079974,Centrosome;Vesicles
ENSG00000080031,Mitochondria
ENSG00000080200,Cytosol;Nucleoplasm
ENSG00000080298,Nucleoplasm;Vesicles
ENSG00000080815,Cell Junctions;Nucleus
ENSG00000080822,Cytosol;Nucleoli;Nucleus
ENSG00000080845,Cytosol;Focal adhesion sites;Nucleoplasm
ENSG00000080854,Cytosol
ENSG00000081087,Cytosol;Nucleus;Vesicles
ENSG00000081177,Intermediate filaments;Mitochondria
ENSG00000081386,Nucleoplasm;Plasma membrane
ENSG00000081479,Mitochondria;Vesicles
ENSG00000081692,Plasma membrane;Vesicles
ENSG00000081760,Vesicles
ENSG00000081842,Vesicles
ENSG00000081853,Cytosol;Nucleoli;Nucleus;Plasma membrane;Vesicles
ENSG00000081870,Cytosol;Nucleoplasm
ENSG00000082068,Cytosol;Mitochondria
ENSG00000082153,Vesicles
ENSG00000082196,Golgi apparatus
ENSG00000082213,Nuclear membrane
ENSG00000082258,Cytosol;Nucleoplasm;Plasma membrane
ENSG00000082269,Cytosol;Nucleoplasm
ENSG00000082438,Cell Junctions
ENSG00000082458,Nucleoli;Nucleus
ENSG00000082515,Mitochondria
ENSG00000082641,Cytosol;Nucleus
ENSG00000082781,Mitochondria;Plasma membrane
ENSG00000082996,Cytosol;Nucleoplasm;Vesicles
ENSG00000083097,Nucleus;Vesicles
ENSG00000083099,Cytosol
ENSG00000083168,Cytosol;Nuclear speckles;Nucleoli
ENSG00000083750,Golgi apparatus;Vesicles
ENSG00000083812,Cytosol;Nuclear membrane;Nucleus
ENSG00000083814,Nucleoplasm
ENSG00000083817,Cytosol;Nuclear bodies
ENSG00000083828,Nucleoli fibrillar center;Vesicles
ENSG00000083838,Nuclear speckles
ENSG00000083896,Nucleoplasm;Plasma membrane
ENSG00000084073,Cytosol;Golgi apparatus
ENSG00000084090,Mitochondria
ENSG00000084093,Cytosol;Nucleoplasm
ENSG00000084234,Vesicles
ENSG00000084444,Endoplasmic reticulum
ENSG00000084636,Cytosol;Golgi apparatus;Plasma membrane
ENSG00000084652,Centrosome;Cytosol;Nucleoplasm
ENSG00000084731,Intermediate filaments;Nuclear bodies;Nuclear membrane
ENSG00000084734,Intermediate filaments
ENSG00000085063,Golgi apparatus;Vesicles
ENSG00000085117,Vesicles
ENSG00000085365,Cell Junctions;Nucleoplasm;Vesicles
ENSG00000085433,Actin filaments
ENSG00000085511,Cytosol
ENSG00000085563,Cytosol;Focal adhesion sites;Nucleoplasm
ENSG00000085644,Cytosol;Nuclear membrane;Nucleus;Vesicles
ENSG00000085741,Centrosome;Cytosol
ENSG00000085831,Centrosome
ENSG00000085840,Cytosol;Plasma membrane
ENSG00000085871,Nucleoplasm
ENSG00000085978,Cytosol
ENSG00000085982,Vesicles
ENSG00000086015,Cytosol
ENSG00000086189,Cytosol;Nucleoli
ENSG00000086300,Microtubules;Nucleoli;Nucleus
ENSG00000086506,Lipid droplets
ENSG00000086696,Endoplasmic reticulum
ENSG00000086712,Cytosol
ENSG00000086848,Endoplasmic reticulum
ENSG00000086991,Nucleus
ENSG00000087008,Peroxisomes
ENSG00000087085,Golgi apparatus;Vesicles
ENSG00000087086,Cytosol
ENSG00000087116,Plasma membrane;Vesicles
ENSG00000087152,Nuclear speckles;Plasma membrane
ENSG00000087157,Cell Junctions;Intermediate filaments;Vesicles
ENSG00000087266,Actin filaments;Nucleus
ENSG00000087301,Mitochondria
ENSG00000087586,Centrosome;Cytosol;Nucleus
ENSG00000087884,Cytosol;Nucleoplasm
ENSG00000087903,Cytosol;Golgi apparatus;Nucleoplasm
ENSG00000088038,Cytosol
ENSG00000088053,Nucleoplasm
ENSG00000088179,Cytosol;Nucleus;Plasma membrane
ENSG00000088305,Nucleoplasm;Vesicles
ENSG00000088356,Actin filaments
ENSG00000088386,Cytosol;Nucleoplasm
ENSG00000088448,Cytosol;Microtubules
ENSG00000088451,Cleavage furrow;Intermediate filaments;Nucleoli;Nucleus
ENSG00000088543,Cytosol
ENSG00000088682,Cytosol
ENSG00000088726,Cytosol
ENSG00000088727,Nucleoli;Nucleus
ENSG00000088812,Cytosol
ENSG00000088854,Cytosol;Nucleoli fibrillar center
ENSG00000088876,Nucleoplasm
ENSG00000088899,Vesicles
ENSG00000088926,Vesicles
ENSG00000088986,Cytosol;Nuclear bodies;Nucleoplasm
ENSG00000089009,Cytokinetic bridge;Microtubules
ENSG00000089041,Golgi apparatus
ENSG00000089048,Nucleoli;Nucleus
ENSG00000089053,Nucleoplasm
ENSG00000089091,Nucleoli fibrillar center
ENSG00000089123,Plasma membrane
ENSG00000089127,Cytosol
ENSG00000089225,Nucleoplasm
ENSG00000089289,Microtubules
ENSG00000089327,Endoplasmic reticulum
ENSG00000089335,Cytokinetic bridge;Vesicles
ENSG00000089351,Cytosol;Plasma membrane
ENSG00000089505,Nucleoplasm
ENSG00000089597,Cytosol;Endoplasmic reticulum;Nuclear membrane
ENSG00000089682,Cytosol;Nuclear speckles
ENSG00000089737,Cytosol;Nucleoli
ENSG00000089818,Cytosol;Vesicles
ENSG00000089820,Focal adhesion sites
ENSG00000089916,Cytosol;Nucleoplasm
ENSG00000090372,Cytosol
ENSG00000090376,Vesicles
ENSG00000090432,Cytosol;Nucleoplasm
ENSG00000090470,Nucleoli;Plasma membrane
ENSG00000090581,Cytosol;Endoplasmic reticulum
ENSG00000090612,Actin filaments;Cytosol
ENSG00000090661,Nucleus;Vesicles
ENSG00000090857,Mitochondria
ENSG00000090905,Golgi apparatus
ENSG00000090924,Cytosol;Nucleoplasm
ENSG00000090932,Cytosol;Nucleoplasm
ENSG00000090971,Mitochondria
ENSG00000090989,Cytosol;Microtubules;Plasma membrane
ENSG00000091009,Nuclear speckles
ENSG00000091039,Cytosol;Vesicles
ENSG00000091127,Nucleus
ENSG00000091157,Cytosol;Nucleoplasm
ENSG00000091428,Focal adhesion sites
ENSG00000091482,Plasma membrane
ENSG00000091542,Cytosol;Golgi apparatus;Nucleoplasm
ENSG00000091622,Plasma membrane
ENSG00000091651,Nucleoli fibrillar center;Nucleus
ENSG00000091656,Nucleoli fibrillar center;Nucleoplasm
ENSG00000091831,Nucleus;Vesicles
ENSG00000091844,Vesicles
ENSG00000091947,Nucleoplasm;Plasma membrane
ENSG00000092020,Golgi apparatus
ENSG00000092098,Cytosol
ENSG00000092108,Cytosol;Nucleoplasm
ENSG00000092203,Nucleoli;Nucleus;Vesicles
ENSG00000092439,Nucleoplasm
ENSG00000092470,Nuclear bodies;Nucleoli fibrillar center
ENSG00000092607,Centrosome;Nucleoplasm
ENSG00000092758,Intermediate filaments;Nucleoplasm
ENSG00000092871,Vesicles
ENSG00000092931,Nuclear speckles
ENSG00000093010,Endoplasmic reticulum;Vesicles
ENSG00000093144,Vesicles
ENSG00000093167,Actin filaments;Plasma membrane
ENSG00000093183,Golgi apparatus
